Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Kategori Waktu
2:00:00 PM,11,3,43,13,30,20,106,2,1
2:15:00 PM,11,3,60,21,26,11,118,4,1
2:30:00 PM,11,3,101,23,8,20,152,2,1
2:45:00 PM,11,3,62,26,19,11,118,2,1
3:00:00 PM,11,3,39,24,13,11,87,1,2
3:15:00 PM,11,3,90,20,35,7,152,4,2
3:30:00 PM,11,3,109,30,22,20,181,3,2
3:45:00 PM,11,3,68,26,25,20,139,2,2
4:00:00 PM,11,3,142,22,37,6,207,3,2
4:15:00 PM,11,3,113,14,20,5,152,2,2
4:30:00 PM,11,3,142,13,37,8,200,3,2
4:45:00 PM,11,3,108,23,26,9,166,4,2
5:00:00 PM,11,3,122,29,30,7,188,3,2
5:15:00 PM,11,3,133,12,30,7,182,3,2
5:30:00 PM,11,3,118,23,38,10,189,3,2
5:45:00 PM,11,3,121,35,26,8,190,3,2
6:00:00 PM,11,3,116,23,20,8,167,2,3
6:15:00 PM,11,3,132,12,27,8,179,3,3
6:30:00 PM,11,3,144,17,33,7,201,3,3
6:45:00 PM,11,3,103,21,11,11,146,2,3
7:00:00 PM,11,3,107,15,10,15,147,2,3
7:15:00 PM,11,3,50,10,10,17,87,2,3
7:30:00 PM,11,3,108,15,10,6,139,2,3
7:45:00 PM,11,3,108,24,15,29,176,3,3
8:00:00 PM,11,3,101,6,15,13,135,2,3
8:15:00 PM,11,3,55,17,12,19,103,2,3
8:30:00 PM,11,3,77,7,20,16,120,2,3
8:45:00 PM,11,3,91,12,19,8,130,2,3
9:00:00 PM,11,3,95,25,17,29,166,4,3
9:15:00 PM,11,3,78,17,17,27,139,4,3
9:30:00 PM,11,3,98,16,16,21,151,4,3
9:45:00 PM,11,3,86,13,11,35,145,4,3
10:00:00 PM,11,3,18,4,0,16,38,2,4
10:15:00 PM,11,3,18,5,0,12,35,1,4
10:30:00 PM,11,3,18,2,1,25,46,2,4
10:45:00 PM,11,3,18,1,0,17,36,2,4
11:00:00 PM,11,3,18,5,0,21,44,2,4
11:15:00 PM,11,3,18,0,1,12,31,1,4
11:30:00 PM,11,3,18,3,1,28,50,2,4
11:45:00 PM,11,3,18,4,1,40,63,2,4
12:00:00 AM,12,4,18,1,1,39,59,2,4
12:15:00 AM,12,4,18,4,0,30,52,2,4
12:30:00 AM,12,4,18,5,1,13,37,2,4
12:45:00 AM,12,4,18,2,0,37,57,2,4
1:00:00 AM,12,4,18,0,0,13,31,2,4
1:15:00 AM,12,4,18,5,0,11,34,1,4
1:30:00 AM,12,4,18,5,1,12,36,1,4
1:45:00 AM,12,4,18,1,1,16,36,2,4
2:00:00 AM,12,4,18,1,1,34,54,2,4
2:15:00 AM,12,4,18,1,0,24,43,2,4
2:30:00 AM,12,4,18,0,0,23,41,2,4
2:45:00 AM,12,4,18,0,0,27,45,2,4
3:00:00 AM,12,4,18,5,0,28,51,2,4
3:15:00 AM,12,4,18,1,0,14,33,2,4
3:30:00 AM,12,4,18,5,0,25,48,2,4
3:45:00 AM,12,4,18,4,1,30,53,2,4
4:00:00 AM,12,4,18,5,1,30,54,2,4
4:15:00 AM,12,4,62,24,7,2,95,1,4
4:30:00 AM,12,4,51,23,6,1,81,1,4
4:45:00 AM,12,4,114,23,10,19,166,2,4
5:00:00 AM,12,4,85,22,9,9,125,2,4
5:15:00 AM,12,4,102,24,4,20,150,2,4
5:30:00 AM,12,4,101,18,3,17,139,2,4
5:45:00 AM,12,4,116,19,0,17,152,2,4
6:00:00 AM,12,4,117,38,50,5,210,3,0
6:15:00 AM,12,4,114,32,34,2,182,3,0
6:30:00 AM,12,4,120,17,23,1,161,2,0
6:45:00 AM,12,4,145,20,25,2,192,3,0
7:00:00 AM,12,4,125,30,48,1,204,3,0
7:15:00 AM,12,4,103,27,45,1,176,3,0
7:30:00 AM,12,4,114,20,43,1,178,3,0
7:45:00 AM,12,4,145,10,44,1,200,3,0
8:00:00 AM,12,4,147,31,20,4,202,3,0
8:15:00 AM,12,4,104,24,40,0,168,3,0
8:30:00 AM,12,4,124,11,22,0,157,2,0
8:45:00 AM,12,4,101,37,31,4,173,3,0
9:00:00 AM,12,4,144,30,37,1,212,3,0
9:15:00 AM,12,4,24,18,37,18,97,2,0
9:30:00 AM,12,4,24,8,17,25,74,2,0
9:45:00 AM,12,4,16,22,12,20,70,2,0
10:00:00 AM,12,4,26,2,39,26,93,2,1
10:15:00 AM,12,4,90,7,18,15,130,2,1
10:30:00 AM,12,4,59,6,11,11,87,1,1
10:45:00 AM,12,4,28,7,22,18,75,2,1
11:00:00 AM,12,4,60,5,14,21,100,2,1
11:15:00 AM,12,4,69,9,8,23,109,2,1
11:30:00 AM,12,4,59,9,12,26,106,2,1
11:45:00 AM,12,4,24,10,5,21,60,2,1
12:00:00 PM,12,4,41,7,7,21,76,2,1
12:15:00 PM,12,4,48,10,9,29,96,2,1
12:30:00 PM,12,4,59,10,14,23,106,2,1
12:45:00 PM,12,4,67,7,12,28,114,4,1
1:00:00 PM,12,4,52,9,8,20,89,2,1
1:15:00 PM,12,4,45,26,29,10,110,2,1
1:30:00 PM,12,4,14,21,7,18,60,2,1
1:45:00 PM,12,4,55,22,24,10,111,2,1
2:00:00 PM,12,4,45,14,39,5,103,2,1
2:15:00 PM,12,4,90,17,16,11,134,2,1
2:30:00 PM,12,4,33,21,25,5,84,2,1
2:45:00 PM,12,4,118,25,31,13,187,3,1
3:00:00 PM,12,4,86,28,13,5,132,2,2
3:15:00 PM,12,4,105,29,22,12,168,3,2
3:30:00 PM,12,4,10,19,26,8,63,2,2
3:45:00 PM,12,4,46,22,18,9,95,2,2
4:00:00 PM,12,4,105,35,48,6,194,3,2
4:15:00 PM,12,4,135,37,34,5,211,3,2
4:30:00 PM,12,4,103,29,44,6,182,3,2
4:45:00 PM,12,4,113,13,42,10,178,3,2
5:00:00 PM,12,4,103,20,27,9,159,4,2
5:15:00 PM,12,4,150,13,20,9,192,3,2
5:30:00 PM,12,4,116,25,33,8,182,3,2
5:45:00 PM,12,4,109,16,41,9,175,3,2
6:00:00 PM,12,4,112,11,50,5,178,3,3
6:15:00 PM,12,4,104,31,30,5,170,3,3
6:30:00 PM,12,4,146,18,40,6,210,3,3
6:45:00 PM,12,4,110,24,10,29,173,3,3
7:00:00 PM,12,4,60,15,12,25,112,4,3
7:15:00 PM,12,4,103,9,14,29,155,4,3
7:30:00 PM,12,4,102,6,15,6,129,2,3
7:45:00 PM,12,4,51,17,16,8,92,2,3
8:00:00 PM,12,4,62,12,11,18,103,2,3
8:15:00 PM,12,4,103,14,12,5,134,2,3
8:30:00 PM,12,4,50,7,11,23,91,2,3
8:45:00 PM,12,4,80,14,20,6,120,2,3
9:00:00 PM,12,4,98,13,18,21,150,4,3
9:15:00 PM,12,4,53,25,20,13,111,2,3
9:30:00 PM,12,4,52,8,10,27,97,2,3
9:45:00 PM,12,4,71,23,13,21,128,4,3
10:00:00 PM,12,4,17,3,0,29,49,2,4
10:15:00 PM,12,4,20,5,1,36,62,2,4
10:30:00 PM,12,4,15,0,0,32,47,2,4
10:45:00 PM,12,4,15,0,1,20,36,2,4
11:00:00 PM,12,4,14,2,0,23,39,2,4
11:15:00 PM,12,4,13,1,0,29,43,2,4
11:30:00 PM,12,4,14,5,0,31,50,2,4
11:45:00 PM,12,4,16,3,0,33,52,2,4
12:00:00 AM,13,5,18,4,1,15,38,2,4
12:15:00 AM,13,5,20,0,1,23,44,2,4
12:30:00 AM,13,5,19,3,0,16,38,2,4
12:45:00 AM,13,5,10,3,0,12,25,1,4
1:00:00 AM,13,5,10,4,0,23,37,2,4
1:15:00 AM,13,5,12,5,0,29,46,2,4
1:30:00 AM,13,5,10,0,0,39,49,2,4
1:45:00 AM,13,5,16,2,1,21,40,2,4
2:00:00 AM,13,5,18,4,1,36,59,2,4
2:15:00 AM,13,5,15,1,0,14,30,2,4
2:30:00 AM,13,5,17,4,0,13,34,2,4
2:45:00 AM,13,5,18,3,1,24,46,2,4
3:00:00 AM,13,5,19,2,0,11,32,1,4
3:15:00 AM,13,5,19,3,0,21,43,2,4
3:30:00 AM,13,5,19,3,1,31,54,2,4
3:45:00 AM,13,5,14,2,1,19,36,2,4
4:00:00 AM,13,5,11,0,0,27,38,2,4
4:15:00 AM,13,5,27,6,1,11,45,1,4
4:30:00 AM,13,5,33,11,6,13,63,2,4
4:45:00 AM,13,5,63,6,7,10,86,1,4
5:00:00 AM,13,5,58,13,4,15,90,2,4
5:15:00 AM,13,5,57,11,7,10,85,1,4
5:30:00 AM,13,5,63,10,6,12,91,1,4
5:45:00 AM,13,5,74,9,0,15,98,2,4
6:00:00 AM,13,5,71,9,7,10,97,1,0
6:15:00 AM,13,5,33,9,6,13,61,2,0
6:30:00 AM,13,5,29,6,1,12,48,1,0
6:45:00 AM,13,5,32,9,3,11,55,1,0
7:00:00 AM,13,5,57,14,3,11,85,1,0
7:15:00 AM,13,5,31,11,0,14,56,2,0
7:30:00 AM,13,5,30,9,3,10,52,1,0
7:45:00 AM,13,5,61,8,7,12,88,1,0
8:00:00 AM,13,5,47,10,4,10,71,1,0
8:15:00 AM,13,5,80,16,4,15,115,2,0
8:30:00 AM,13,5,49,10,2,10,71,1,0
8:45:00 AM,13,5,58,7,5,13,83,2,0
9:00:00 AM,13,5,53,19,1,10,83,1,0
9:15:00 AM,13,5,132,47,25,0,204,3,0
9:30:00 AM,13,5,131,52,15,0,198,3,0
9:45:00 AM,13,5,171,59,27,3,260,3,0
10:00:00 AM,13,5,131,43,20,3,197,3,1
10:15:00 AM,13,5,177,56,12,4,249,3,1
10:30:00 AM,13,5,160,47,30,3,240,3,1
10:45:00 AM,13,5,178,68,28,4,278,3,1
11:00:00 AM,13,5,169,70,20,3,262,3,1
11:15:00 AM,13,5,133,56,25,2,216,3,1
11:30:00 AM,13,5,151,52,13,0,216,3,1
11:45:00 AM,13,5,179,46,27,3,255,3,1
12:00:00 PM,13,5,144,68,20,0,232,3,1
12:15:00 PM,13,5,162,46,19,2,229,3,1
12:30:00 PM,13,5,159,44,23,2,228,3,1
12:45:00 PM,13,5,174,67,30,1,272,3,1
1:00:00 PM,13,5,136,57,29,4,226,3,1
1:15:00 PM,13,5,156,42,12,3,213,3,1
1:30:00 PM,13,5,175,63,19,3,260,3,1
1:45:00 PM,13,5,172,62,20,2,256,3,1
2:00:00 PM,13,5,171,49,15,0,235,3,1
2:15:00 PM,13,5,172,65,18,2,257,3,1
2:30:00 PM,13,5,176,50,13,1,240,3,1
2:45:00 PM,13,5,153,50,23,3,229,3,1
3:00:00 PM,13,5,148,64,27,0,239,3,2
3:15:00 PM,13,5,56,28,6,2,92,1,2
3:30:00 PM,13,5,88,26,25,0,139,2,2
3:45:00 PM,13,5,82,23,14,0,119,2,2
4:00:00 PM,13,5,77,20,7,0,104,1,2
4:15:00 PM,13,5,66,24,1,0,91,1,2
4:30:00 PM,13,5,72,22,8,2,104,1,2
4:45:00 PM,13,5,62,28,21,2,113,2,2
5:00:00 PM,13,5,66,26,4,1,97,1,2
5:15:00 PM,13,5,85,20,4,0,109,1,2
5:30:00 PM,13,5,87,24,11,2,124,2,2
5:45:00 PM,13,5,67,28,25,0,120,2,2
6:00:00 PM,13,5,70,26,16,2,114,2,3
6:15:00 PM,13,5,62,20,20,1,103,2,3
6:30:00 PM,13,5,67,29,1,0,97,1,3
6:45:00 PM,13,5,65,25,1,1,92,1,3
7:00:00 PM,13,5,76,24,23,0,123,2,3
7:15:00 PM,13,5,42,1,5,11,59,1,3
7:30:00 PM,13,5,42,10,3,1,56,1,3
7:45:00 PM,13,5,31,11,1,12,55,1,3
8:00:00 PM,13,5,47,7,3,6,63,1,3
8:15:00 PM,13,5,28,7,2,4,41,1,3
8:30:00 PM,13,5,22,3,6,1,32,1,3
8:45:00 PM,13,5,29,1,7,5,42,1,3
9:00:00 PM,13,5,43,9,1,11,64,1,3
9:15:00 PM,13,5,23,3,3,8,37,1,3
9:30:00 PM,13,5,21,2,5,15,43,2,3
9:45:00 PM,13,5,31,2,1,9,43,1,3
10:00:00 PM,13,5,15,5,0,18,38,2,4
10:15:00 PM,13,5,11,2,0,15,28,2,4
10:30:00 PM,13,5,12,0,1,17,30,2,4
10:45:00 PM,13,5,18,3,0,18,39,2,4
11:00:00 PM,13,5,19,1,0,31,51,2,4
11:15:00 PM,13,5,17,0,0,22,39,2,4
11:30:00 PM,13,5,15,5,0,14,34,2,4
11:45:00 PM,13,5,15,1,1,24,41,2,4
12:00:00 AM,14,6,18,4,0,33,55,2,4
12:15:00 AM,14,6,14,4,0,34,52,2,4
12:30:00 AM,14,6,14,0,1,19,34,2,4
12:45:00 AM,14,6,19,3,0,36,58,2,4
1:00:00 AM,14,6,10,4,1,21,36,2,4
1:15:00 AM,14,6,19,1,0,19,39,2,4
1:30:00 AM,14,6,18,5,0,26,49,2,4
1:45:00 AM,14,6,17,1,1,25,44,2,4
2:00:00 AM,14,6,20,2,0,12,34,1,4
2:15:00 AM,14,6,15,5,0,15,35,2,4
2:30:00 AM,14,6,11,4,0,14,29,2,4
2:45:00 AM,14,6,14,3,1,18,36,2,4
3:00:00 AM,14,6,13,2,0,39,54,2,4
3:15:00 AM,14,6,17,5,0,29,51,2,4
3:30:00 AM,14,6,13,5,0,31,49,2,4
3:45:00 AM,14,6,18,5,0,35,58,2,4
4:00:00 AM,14,6,15,4,0,16,35,2,4
4:15:00 AM,14,6,55,15,5,3,78,1,4
4:30:00 AM,14,6,76,10,7,9,102,1,4
4:45:00 AM,14,6,98,0,9,19,126,2,4
5:00:00 AM,14,6,98,12,6,6,122,2,4
5:15:00 AM,14,6,103,2,10,20,135,2,4
5:30:00 AM,14,6,93,17,8,12,130,2,4
5:45:00 AM,14,6,115,27,9,16,167,2,4
6:00:00 AM,14,6,120,12,22,3,157,2,0
6:15:00 AM,14,6,142,18,27,0,187,3,0
6:30:00 AM,14,6,117,29,49,2,197,3,0
6:45:00 AM,14,6,126,36,24,0,186,3,0
7:00:00 AM,14,6,110,39,38,5,192,3,0
7:15:00 AM,14,6,149,20,39,5,213,3,0
7:30:00 AM,14,6,109,29,23,5,166,2,0
7:45:00 AM,14,6,124,34,24,4,186,3,0
8:00:00 AM,14,6,149,35,32,1,217,3,0
8:15:00 AM,14,6,125,32,38,4,199,3,0
8:30:00 AM,14,6,101,23,38,1,163,4,0
8:45:00 AM,14,6,137,36,30,0,203,3,0
9:00:00 AM,14,6,139,15,21,3,178,3,0
9:15:00 AM,14,6,19,3,29,9,60,2,0
9:30:00 AM,14,6,13,11,39,7,70,2,0
9:45:00 AM,14,6,31,2,29,27,89,2,0
10:00:00 AM,14,6,18,24,21,22,85,2,1
10:15:00 AM,14,6,26,12,14,13,65,2,1
10:30:00 AM,14,6,31,15,13,28,87,2,1
10:45:00 AM,14,6,12,22,8,11,53,1,1
11:00:00 AM,14,6,54,5,13,23,95,2,1
11:15:00 AM,14,6,59,7,13,21,100,2,1
11:30:00 AM,14,6,58,8,6,23,95,2,1
11:45:00 AM,14,6,53,8,9,25,95,2,1
12:00:00 PM,14,6,54,7,7,20,88,2,1
12:15:00 PM,14,6,39,10,4,29,82,2,1
12:30:00 PM,14,6,38,9,8,22,77,2,1
12:45:00 PM,14,6,36,5,10,23,74,2,1
1:00:00 PM,14,6,68,6,12,24,110,2,1
1:15:00 PM,14,6,50,18,26,14,108,2,1
1:30:00 PM,14,6,120,28,22,20,190,3,1
1:45:00 PM,14,6,60,14,28,9,111,2,1
2:00:00 PM,14,6,105,14,8,19,146,2,1
2:15:00 PM,14,6,89,27,18,8,142,2,1
2:30:00 PM,14,6,28,17,31,10,86,2,1
2:45:00 PM,14,6,79,14,23,6,122,2,1
3:00:00 PM,14,6,15,11,30,14,70,2,2
3:15:00 PM,14,6,77,27,23,18,145,2,2
3:30:00 PM,14,6,19,14,24,6,63,2,2
3:45:00 PM,14,6,79,13,28,7,127,4,2
4:00:00 PM,14,6,114,10,22,9,155,2,2
4:15:00 PM,14,6,150,30,22,5,207,3,2
4:30:00 PM,14,6,142,23,25,7,197,3,2
4:45:00 PM,14,6,111,36,25,6,178,3,2
5:00:00 PM,14,6,143,37,38,8,226,3,2
5:15:00 PM,14,6,120,37,43,10,210,3,2
5:30:00 PM,14,6,147,20,49,7,223,2,2
5:45:00 PM,14,6,140,22,27,5,194,3,2
6:00:00 PM,14,6,128,37,20,9,194,3,3
6:15:00 PM,14,6,114,23,42,10,189,3,3
6:30:00 PM,14,6,117,20,22,9,168,3,3
6:45:00 PM,14,6,93,24,17,23,157,4,3
7:00:00 PM,14,6,65,15,15,8,103,1,3
7:15:00 PM,14,6,100,22,14,8,144,2,3
7:30:00 PM,14,6,85,12,11,18,126,2,3
7:45:00 PM,14,6,56,7,12,12,87,1,3
8:00:00 PM,14,6,50,12,15,18,95,2,3
8:15:00 PM,14,6,74,9,11,12,106,1,3
8:30:00 PM,14,6,73,15,18,7,113,2,3
8:45:00 PM,14,6,99,13,20,30,162,4,3
9:00:00 PM,14,6,110,14,17,8,149,2,3
9:15:00 PM,14,6,82,5,12,34,133,4,3
9:30:00 PM,14,6,58,19,12,17,106,2,3
9:45:00 PM,14,6,70,10,14,32,126,4,3
10:00:00 PM,14,6,10,1,0,33,44,2,4
10:15:00 PM,14,6,14,1,1,40,56,2,4
10:30:00 PM,14,6,17,1,1,17,36,2,4
10:45:00 PM,14,6,12,4,1,22,39,2,4
11:00:00 PM,14,6,15,0,0,16,31,2,4
11:15:00 PM,14,6,13,4,0,25,42,2,4
11:30:00 PM,14,6,14,5,1,12,32,1,4
11:45:00 PM,14,6,18,1,1,35,55,2,4
12:00:00 AM,15,7,18,5,1,19,43,2,4
12:15:00 AM,15,7,19,3,0,38,60,2,4
12:30:00 AM,15,7,13,0,1,12,26,1,4
12:45:00 AM,15,7,20,0,1,38,59,2,4
1:00:00 AM,15,7,20,1,1,24,46,2,4
1:15:00 AM,15,7,17,3,1,17,38,2,4
1:30:00 AM,15,7,12,3,1,35,51,2,4
1:45:00 AM,15,7,19,0,1,30,50,2,4
2:00:00 AM,15,7,19,2,1,30,52,2,4
2:15:00 AM,15,7,18,1,0,16,35,2,4
2:30:00 AM,15,7,11,0,0,31,42,2,4
2:45:00 AM,15,7,10,1,1,12,24,1,4
3:00:00 AM,15,7,16,1,0,24,41,2,4
3:15:00 AM,15,7,18,3,0,28,49,2,4
3:30:00 AM,15,7,20,1,1,39,61,2,4
3:45:00 AM,15,7,19,3,1,27,50,2,4
4:00:00 AM,15,7,14,1,1,34,50,2,4
4:15:00 AM,15,7,61,26,1,16,104,2,4
4:30:00 AM,15,7,72,26,6,4,108,1,4
4:45:00 AM,15,7,86,24,3,18,131,2,4
5:00:00 AM,15,7,75,1,8,10,94,1,4
5:15:00 AM,15,7,75,1,7,9,92,1,4
5:30:00 AM,15,7,93,5,4,1,103,1,4
5:45:00 AM,15,7,111,6,2,5,124,2,4
6:00:00 AM,15,7,111,18,41,2,172,3,0
6:15:00 AM,15,7,114,27,46,0,187,3,0
6:30:00 AM,15,7,139,19,50,2,210,3,0
6:45:00 AM,15,7,109,14,38,1,162,4,0
7:00:00 AM,15,7,105,16,22,3,146,2,0
7:15:00 AM,15,7,150,13,31,4,198,3,0
7:30:00 AM,15,7,122,13,47,3,185,3,0
7:45:00 AM,15,7,114,24,46,2,186,3,0
8:00:00 AM,15,7,119,36,41,0,196,3,0
8:15:00 AM,15,7,108,35,39,0,182,3,0
